idReserva,idCliente,idMesa,idEstadoReserva,fechaHora,fecha
6430,64,36,1,2024-04-20 22:39:36,2023-12-26
6431,15,36,1,2024-04-20 22:39:36,2023-12-28
6432,18,36,1,2024-04-20 22:39:36,2023-12-29
6433,22,36,1,2024-04-20 22:39:36,2023-12-30
6434,30,37,1,2024-04-20 22:39:36,2023-01-06
6435,74,37,1,2024-04-20 22:39:36,2023-01-07
6436,21,37,1,2024-04-20 22:39:36,2023-01-08
6437,11,37,1,2024-04-20 22:39:36,2023-01-09
6438,27,37,1,2024-04-20 22:39:36,2023-01-13
6439,25,37,1,2024-04-20 22:39:36,2023-01-14
6440,69,37,1,2024-04-20 22:39:36,2023-01-17
6441,57,37,1,2024-04-20 22:39:36,2023-01-18
6442,50,37,1,2024-04-20 22:39:36,2023-01-19
6443,23,37,1,2024-04-20 22:39:36,2023-01-20
6444,48,37,1,2024-04-20 22:39:36,2023-01-21
6445,29,37,1,2024-04-20 22:39:36,2023-01-22
6446,47,37,1,2024-04-20 22:39:36,2023-01-23
6447,7,37,1,2024-04-20 22:39:36,2023-01-24
6448,88,37,1,2024-04-20 22:39:36,2023-01-25
6449,51,37,1,2024-04-20 22:39:36,2023-01-26
6450,49,37,1,2024-04-20 22:39:36,2023-01-27
6451,4,37,1,2024-04-20 22:39:36,2023-01-28
6452,1,37,1,2024-04-20 22:39:36,2023-01-30
6453,78,37,1,2024-04-20 22:39:36,2023-02-02
6454,16,37,1,2024-04-20 22:39:36,2023-02-03
6455,44,37,1,2024-04-20 22:39:36,2023-02-04
6456,39,37,1,2024-04-20 22:39:36,2023-02-10
6457,61,37,1,2024-04-20 22:39:36,2023-02-11
6458,2,37,1,2024-04-20 22:39:36,2023-02-17
6459,51,37,3,2024-04-20 22:39:36,2023-02-18
6460,15,37,1,2024-04-20 22:39:36,2023-02-20
6461,21,37,1,2024-04-20 22:39:36,2023-02-22
6462,3,37,1,2024-04-20 22:39:36,2023-02-24
6463,1,37,1,2024-04-20 22:39:36,2023-02-25
6464,51,37,1,2024-04-20 22:39:36,2023-02-26
6465,63,37,1,2024-04-20 22:39:36,2023-03-02
6466,7,37,1,2024-04-20 22:39:36,2023-03-03
6467,7,37,1,2024-04-20 22:39:36,2023-03-04
6468,91,37,1,2024-04-20 22:39:36,2023-03-09
6469,29,37,1,2024-04-20 22:39:36,2023-03-10
6470,14,37,1,2024-04-20 22:39:36,2023-03-11
6471,4,37,3,2024-04-20 22:39:36,2023-03-14
6472,47,37,1,2024-04-20 22:39:36,2023-03-16
6473,61,37,1,2024-04-20 22:39:36,2023-03-17
6474,3,37,1,2024-04-20 22:39:36,2023-03-18
6475,74,37,1,2024-04-20 22:39:36,2023-03-22
6476,29,37,1,2024-04-20 22:39:36,2023-03-23
6477,71,37,1,2024-04-20 22:39:37,2023-03-24
6478,13,37,1,2024-04-20 22:39:37,2023-03-25
6479,85,37,1,2024-04-20 22:39:37,2023-03-26
6480,38,37,1,2024-04-20 22:39:37,2023-03-28
6481,28,37,1,2024-04-20 22:39:37,2023-03-30
6482,3,37,1,2024-04-20 22:39:37,2023-03-31
6483,15,37,1,2024-04-20 22:39:37,2023-04-01
6484,27,37,1,2024-04-20 22:39:37,2023-04-05
6485,18,37,3,2024-04-20 22:39:37,2023-04-06
6486,27,37,1,2024-04-20 22:39:37,2023-04-07
6487,82,37,1,2024-04-20 22:39:37,2023-04-08
6488,23,37,1,2024-04-20 22:39:37,2023-04-10
6489,68,37,1,2024-04-20 22:39:37,2023-04-14
6490,17,37,1,2024-04-20 22:39:37,2023-04-15
6491,12,37,1,2024-04-20 22:39:37,2023-04-17
6492,14,37,1,2024-04-20 22:39:37,2023-04-18
6493,67,37,1,2024-04-20 22:39:37,2023-04-20
6494,58,37,1,2024-04-20 22:39:37,2023-04-21
6495,35,37,1,2024-04-20 22:39:37,2023-04-22
6496,96,37,1,2024-04-20 22:39:37,2023-04-24
6497,41,37,1,2024-04-20 22:39:37,2023-04-26
6498,19,37,1,2024-04-20 22:39:37,2023-04-27
6499,62,37,1,2024-04-20 22:39:37,2023-04-28
6500,52,37,1,2024-04-20 22:39:37,2023-04-29
6501,10,37,1,2024-04-20 22:39:37,2023-05-04
6502,76,37,1,2024-04-20 22:39:37,2023-05-05
6503,57,37,1,2024-04-20 22:39:37,2023-05-06
6504,100,37,1,2024-04-20 22:39:37,2023-05-10
6505,7,37,1,2024-04-20 22:39:37,2023-05-11
6506,88,37,1,2024-04-20 22:39:37,2023-05-12
6507,60,37,1,2024-04-20 22:39:37,2023-05-13
6508,49,37,1,2024-04-20 22:39:37,2023-05-14
6509,57,37,1,2024-04-20 22:39:37,2023-05-15
6510,77,37,1,2024-04-20 22:39:37,2023-05-19
6511,10,37,1,2024-04-20 22:39:37,2023-05-20
6512,68,37,1,2024-04-20 22:39:37,2023-05-23
6513,64,37,3,2024-04-20 22:39:37,2023-05-24
6514,100,37,1,2024-04-20 22:39:37,2023-05-26
6515,51,37,1,2024-04-20 22:39:37,2023-05-27
6516,72,37,1,2024-04-20 22:39:37,2023-05-30
6517,37,37,1,2024-04-20 22:39:37,2023-06-01
6518,70,37,1,2024-04-20 22:39:37,2023-06-02
6519,75,37,1,2024-04-20 22:39:37,2023-06-03
6520,27,37,1,2024-04-20 22:39:37,2023-06-05
6521,89,37,1,2024-04-20 22:39:37,2023-06-06
6522,29,37,1,2024-04-20 22:39:37,2023-06-09
6523,41,37,1,2024-04-20 22:39:37,2023-06-10
6524,44,37,1,2024-04-20 22:39:37,2023-06-14
6525,15,37,1,2024-04-20 22:39:37,2023-06-15
6526,34,37,1,2024-04-20 22:39:37,2023-06-16
6527,15,37,1,2024-04-20 22:39:37,2023-06-17
6528,55,37,1,2024-04-20 22:39:37,2023-06-20
6529,54,37,1,2024-04-20 22:39:37,2023-06-22
6530,54,37,1,2024-04-20 22:39:37,2023-06-23
6531,65,37,1,2024-04-20 22:39:37,2023-06-24
6532,73,37,1,2024-04-20 22:39:37,2023-06-30
6533,84,37,1,2024-04-20 22:39:37,2023-07-01
6534,56,37,1,2024-04-20 22:39:37,2023-07-05
6535,60,37,1,2024-04-20 22:39:37,2023-07-06
6536,18,37,3,2024-04-20 22:39:37,2023-07-07
6537,32,37,1,2024-04-20 22:39:37,2023-07-08
6538,81,37,1,2024-04-20 22:39:37,2023-07-09
6539,72,37,1,2024-04-20 22:39:37,2023-07-12
6540,65,37,1,2024-04-20 22:39:37,2023-07-13
6541,14,37,1,2024-04-20 22:39:37,2023-07-14
6542,20,37,1,2024-04-20 22:39:37,2023-07-15
6543,46,37,1,2024-04-20 22:39:37,2023-07-19
6544,98,37,1,2024-04-20 22:39:37,2023-07-20
6545,9,37,1,2024-04-20 22:39:37,2023-07-21
6546,53,37,1,2024-04-20 22:39:37,2023-07-22
6547,76,37,1,2024-04-20 22:39:37,2023-07-23
6548,69,37,1,2024-04-20 22:39:37,2023-07-24
6549,79,37,1,2024-04-20 22:39:37,2023-07-27
6550,48,37,1,2024-04-20 22:39:37,2023-07-28
6551,10,37,1,2024-04-20 22:39:37,2023-07-29
6552,55,37,1,2024-04-20 22:39:37,2023-08-02
6553,18,37,1,2024-04-20 22:39:37,2023-08-03
6554,76,37,1,2024-04-20 22:39:37,2023-08-04
6555,53,37,1,2024-04-20 22:39:37,2023-08-05
6556,1,37,3,2024-04-20 22:39:37,2023-08-10
6557,97,37,1,2024-04-20 22:39:37,2023-08-11
6558,8,37,1,2024-04-20 22:39:37,2023-08-12
6559,8,37,1,2024-04-20 22:39:37,2023-08-15
6560,6,37,1,2024-04-20 22:39:37,2023-08-18
6561,56,37,1,2024-04-20 22:39:37,2023-08-19
6562,82,37,1,2024-04-20 22:39:37,2023-08-23
6563,36,37,1,2024-04-20 22:39:37,2023-08-25
6564,11,37,1,2024-04-20 22:39:37,2023-08-26
6565,46,37,1,2024-04-20 22:39:37,2023-08-30
6566,92,37,1,2024-04-20 22:39:37,2023-08-31
6567,16,37,1,2024-04-20 22:39:37,2023-09-01
6568,96,37,1,2024-04-20 22:39:37,2023-09-02
6569,87,37,1,2024-04-20 22:39:37,2023-09-08
6570,16,37,1,2024-04-20 22:39:37,2023-09-09
6571,22,37,3,2024-04-20 22:39:37,2023-09-11
6572,80,37,1,2024-04-20 22:39:37,2023-09-12
6573,43,37,1,2024-04-20 22:39:37,2023-09-15
6574,81,37,1,2024-04-20 22:39:37,2023-09-16
6575,85,37,1,2024-04-20 22:39:37,2023-09-21
6576,51,37,1,2024-04-20 22:39:37,2023-09-22
6577,40,37,1,2024-04-20 22:39:37,2023-09-23
6578,9,37,1,2024-04-20 22:39:37,2023-09-25
6579,91,37,1,2024-04-20 22:39:37,2023-09-26
6580,6,37,1,2024-04-20 22:39:37,2023-09-27
6581,61,37,1,2024-04-20 22:39:37,2023-09-28
6582,85,37,1,2024-04-20 22:39:37,2023-09-29
6583,30,37,1,2024-04-20 22:39:37,2023-09-30
6584,5,37,1,2024-04-20 22:39:37,2023-10-02
6585,59,37,1,2024-04-20 22:39:37,2023-10-05
6586,25,37,1,2024-04-20 22:39:37,2023-10-06
6587,65,37,1,2024-04-20 22:39:37,2023-10-07
6588,89,37,1,2024-04-20 22:39:37,2023-10-11
6589,82,37,1,2024-04-20 22:39:37,2023-10-12
6590,75,37,1,2024-04-20 22:39:37,2023-10-13
6591,39,37,1,2024-04-20 22:39:37,2023-10-14
6592,75,37,1,2024-04-20 22:39:37,2023-10-19
6593,67,37,1,2024-04-20 22:39:37,2023-10-20
6594,44,37,1,2024-04-20 22:39:37,2023-10-21
6595,1,37,1,2024-04-20 22:39:37,2023-10-22
6596,68,37,1,2024-04-20 22:39:37,2023-10-24
6597,95,37,1,2024-04-20 22:39:37,2023-10-26
6598,73,37,1,2024-04-20 22:39:37,2023-10-27
6599,25,37,1,2024-04-20 22:39:37,2023-10-28
6600,7,37,1,2024-04-20 22:39:37,2023-10-29
6601,88,37,1,2024-04-20 22:39:38,2023-10-31
6602,70,37,1,2024-04-20 22:39:38,2023-11-01
6603,43,37,1,2024-04-20 22:39:38,2023-11-02
6604,93,37,1,2024-04-20 22:39:38,2023-11-03
6605,62,37,1,2024-04-20 22:39:38,2023-11-04
6606,24,37,1,2024-04-20 22:39:38,2023-11-07
6607,14,37,1,2024-04-20 22:39:38,2023-11-09
6608,23,37,1,2024-04-20 22:39:38,2023-11-10
6609,64,37,1,2024-04-20 22:39:38,2023-11-11
6610,55,37,1,2024-04-20 22:39:38,2023-11-14
6611,8,37,1,2024-04-20 22:39:38,2023-11-15
6612,97,37,1,2024-04-20 22:39:38,2023-11-16
6613,80,37,1,2024-04-20 22:39:38,2023-11-17
6614,54,37,1,2024-04-20 22:39:38,2023-11-18
6615,30,37,1,2024-04-20 22:39:38,2023-11-20
6616,87,37,3,2024-04-20 22:39:38,2023-11-22
6617,64,37,1,2024-04-20 22:39:38,2023-11-23
6618,91,37,1,2024-04-20 22:39:38,2023-11-24
6619,20,37,1,2024-04-20 22:39:38,2023-11-25
6620,35,37,1,2024-04-20 22:39:38,2023-11-29
6621,48,37,1,2024-04-20 22:39:38,2023-12-01
6622,55,37,1,2024-04-20 22:39:38,2023-12-02
6623,92,37,1,2024-04-20 22:39:38,2023-12-04
6624,1,37,1,2024-04-20 22:39:38,2023-12-07
6625,59,37,1,2024-04-20 22:39:38,2023-12-08
6626,52,37,1,2024-04-20 22:39:38,2023-12-09
6627,16,37,1,2024-04-20 22:39:38,2023-12-14
6628,8,37,1,2024-04-20 22:39:38,2023-12-15
6629,80,37,1,2024-04-20 22:39:38,2023-12-16
6630,6,37,1,2024-04-20 22:39:38,2023-12-20
6631,33,37,1,2024-04-20 22:39:38,2023-12-21
6632,51,37,1,2024-04-20 22:39:38,2023-12-22
6633,46,37,1,2024-04-20 22:39:38,2023-12-23
6634,77,37,1,2024-04-20 22:39:38,2023-12-26
6635,26,37,1,2024-04-20 22:39:38,2023-12-27
6636,3,37,1,2024-04-20 22:39:38,2023-12-29
6637,9,37,1,2024-04-20 22:39:38,2023-12-30
6638,35,38,3,2024-04-20 22:39:38,2023-01-05
6639,85,38,1,2024-04-20 22:39:38,2023-01-06
6640,74,38,1,2024-04-20 22:39:38,2023-01-07
6641,61,38,1,2024-04-20 22:39:38,2023-01-12
6642,100,38,1,2024-04-20 22:39:38,2023-01-13
6643,53,38,1,2024-04-20 22:39:38,2023-01-14
6644,93,38,1,2024-04-20 22:39:38,2023-01-16
6645,84,38,1,2024-04-20 22:39:38,2023-01-18
6646,8,38,1,2024-04-20 22:39:38,2023-01-19
6647,36,38,1,2024-04-20 22:39:38,2023-01-20
6648,37,38,1,2024-04-20 22:39:38,2023-01-21
6649,77,38,1,2024-04-20 22:39:38,2023-01-25
6650,28,38,1,2024-04-20 22:39:38,2023-01-26
6651,82,38,1,2024-04-20 22:39:38,2023-01-27
6652,53,38,1,2024-04-20 22:39:38,2023-01-28
6653,64,38,1,2024-04-20 22:39:38,2023-02-01
6654,4,38,1,2024-04-20 22:39:38,2023-02-02
6655,25,38,1,2024-04-20 22:39:38,2023-02-03
6656,79,38,1,2024-04-20 22:39:38,2023-02-04
6657,21,38,1,2024-04-20 22:39:38,2023-02-09
6658,53,38,1,2024-04-20 22:39:38,2023-02-10
6659,30,38,1,2024-04-20 22:39:38,2023-02-11
6660,20,38,1,2024-04-20 22:39:38,2023-02-15
6661,85,38,1,2024-04-20 22:39:38,2023-02-17
6662,39,38,1,2024-04-20 22:39:38,2023-02-18
6663,2,38,1,2024-04-20 22:39:38,2023-02-23
6664,4,38,1,2024-04-20 22:39:38,2023-02-24
6665,64,38,1,2024-04-20 22:39:38,2023-02-25
6666,66,38,1,2024-04-20 22:39:38,2023-02-28
6667,61,38,1,2024-04-20 22:39:38,2023-03-01
6668,93,38,1,2024-04-20 22:39:38,2023-03-03
6669,30,38,1,2024-04-20 22:39:38,2023-03-04
6670,35,38,1,2024-04-20 22:39:38,2023-03-09
6671,47,38,1,2024-04-20 22:39:38,2023-03-10
6672,35,38,1,2024-04-20 22:39:38,2023-03-11
6673,12,38,1,2024-04-20 22:39:38,2023-03-13
6674,39,38,1,2024-04-20 22:39:38,2023-03-16
6675,53,38,1,2024-04-20 22:39:38,2023-03-17
6676,77,38,1,2024-04-20 22:39:38,2023-03-18
6677,31,38,1,2024-04-20 22:39:38,2023-03-19
6678,6,38,3,2024-04-20 22:39:38,2023-03-20
6679,2,38,1,2024-04-20 22:39:38,2023-03-22
6680,32,38,3,2024-04-20 22:39:38,2023-03-23
6681,4,38,1,2024-04-20 22:39:38,2023-03-24
6682,36,38,1,2024-04-20 22:39:38,2023-03-25
6683,39,38,1,2024-04-20 22:39:38,2023-03-28
6684,80,38,1,2024-04-20 22:39:38,2023-03-30
6685,16,38,1,2024-04-20 22:39:38,2023-03-31
6686,3,38,1,2024-04-20 22:39:38,2023-04-01
6687,44,38,1,2024-04-20 22:39:38,2023-04-04
6688,71,38,1,2024-04-20 22:39:38,2023-04-06
6689,57,38,1,2024-04-20 22:39:38,2023-04-07
6690,33,38,3,2024-04-20 22:39:38,2023-04-08
6691,97,38,1,2024-04-20 22:39:38,2023-04-12
6692,91,38,1,2024-04-20 22:39:38,2023-04-14
6693,20,38,1,2024-04-20 22:39:38,2023-04-15
6694,17,38,1,2024-04-20 22:39:38,2023-04-20
6695,74,38,1,2024-04-20 22:39:38,2023-04-21
6696,74,38,1,2024-04-20 22:39:38,2023-04-22
6697,70,38,1,2024-04-20 22:39:38,2023-04-23
6698,47,38,1,2024-04-20 22:39:38,2023-04-25
6699,51,38,1,2024-04-20 22:39:38,2023-04-26
6700,54,38,1,2024-04-20 22:39:38,2023-04-28
6701,15,38,1,2024-04-20 22:39:38,2023-04-29
6702,76,38,1,2024-04-20 22:39:38,2023-05-01
6703,83,38,1,2024-04-20 22:39:38,2023-05-03
6704,53,38,1,2024-04-20 22:39:38,2023-05-05
6705,12,38,1,2024-04-20 22:39:38,2023-05-06
6706,48,38,1,2024-04-20 22:39:38,2023-05-07
6707,53,38,1,2024-04-20 22:39:38,2023-05-08
6708,6,38,1,2024-04-20 22:39:38,2023-05-09
6709,93,38,1,2024-04-20 22:39:38,2023-05-10
6710,7,38,1,2024-04-20 22:39:38,2023-05-12
6711,6,38,1,2024-04-20 22:39:38,2023-05-13
6712,4,38,1,2024-04-20 22:39:39,2023-05-16
6713,94,38,1,2024-04-20 22:39:39,2023-05-18
6714,45,38,1,2024-04-20 22:39:39,2023-05-19
6715,33,38,1,2024-04-20 22:39:39,2023-05-20
6716,57,38,3,2024-04-20 22:39:39,2023-05-22
6717,77,38,1,2024-04-20 22:39:39,2023-05-23
6718,29,38,1,2024-04-20 22:39:39,2023-05-26
6719,37,38,1,2024-04-20 22:39:39,2023-05-27
6720,85,38,1,2024-04-20 22:39:39,2023-05-31
6721,26,38,1,2024-04-20 22:39:39,2023-06-02
6722,23,38,1,2024-04-20 22:39:39,2023-06-03
6723,86,38,1,2024-04-20 22:39:39,2023-06-07
6724,10,38,1,2024-04-20 22:39:39,2023-06-08
6725,72,38,1,2024-04-20 22:39:39,2023-06-09
6726,38,38,1,2024-04-20 22:39:39,2023-06-10
6727,45,38,1,2024-04-20 22:39:39,2023-06-13
6728,32,38,1,2024-04-20 22:39:39,2023-06-14
6729,40,38,1,2024-04-20 22:39:39,2023-06-16
6730,88,38,1,2024-04-20 22:39:39,2023-06-17
6731,53,38,1,2024-04-20 22:39:39,2023-06-21
6732,63,38,1,2024-04-20 22:39:39,2023-06-22
6733,4,38,1,2024-04-20 22:39:39,2023-06-23
6734,75,38,1,2024-04-20 22:39:39,2023-06-24
6735,44,38,3,2024-04-20 22:39:39,2023-06-28
6736,47,38,1,2024-04-20 22:39:39,2023-06-29
6737,74,38,1,2024-04-20 22:39:39,2023-06-30
6738,49,38,1,2024-04-20 22:39:39,2023-07-01
6739,63,38,1,2024-04-20 22:39:39,2023-07-03
6740,3,38,1,2024-04-20 22:39:39,2023-07-07
6741,28,38,1,2024-04-20 22:39:39,2023-07-08
6742,55,38,1,2024-04-20 22:39:39,2023-07-10
6743,22,38,3,2024-04-20 22:39:39,2023-07-11
6744,31,38,1,2024-04-20 22:39:39,2023-07-12
6745,76,38,1,2024-04-20 22:39:39,2023-07-13
6746,10,38,1,2024-04-20 22:39:39,2023-07-14
6747,41,38,1,2024-04-20 22:39:39,2023-07-15
6748,23,38,1,2024-04-20 22:39:39,2023-07-19
6749,68,38,3,2024-04-20 22:39:39,2023-07-20
6750,72,38,1,2024-04-20 22:39:39,2023-07-21
6751,17,38,1,2024-04-20 22:39:39,2023-07-22
6752,1,38,1,2024-04-20 22:39:39,2023-07-25
6753,40,38,1,2024-04-20 22:39:39,2023-07-26
6754,98,38,1,2024-04-20 22:39:39,2023-07-28
6755,38,38,1,2024-04-20 22:39:39,2023-07-29
6756,24,38,1,2024-04-20 22:39:39,2023-07-31
6757,44,38,1,2024-04-20 22:39:39,2023-08-01
6758,21,38,1,2024-04-20 22:39:39,2023-08-04
6759,39,38,3,2024-04-20 22:39:39,2023-08-05
6760,17,38,1,2024-04-20 22:39:39,2023-08-08
6761,29,38,1,2024-04-20 22:39:39,2023-08-10
6762,9,38,1,2024-04-20 22:39:39,2023-08-11
6763,89,38,1,2024-04-20 22:39:39,2023-08-12
6764,53,38,1,2024-04-20 22:39:39,2023-08-15
6765,79,38,1,2024-04-20 22:39:39,2023-08-16
6766,57,38,1,2024-04-20 22:39:39,2023-08-17
6767,80,38,1,2024-04-20 22:39:39,2023-08-18
6768,15,38,1,2024-04-20 22:39:39,2023-08-19
6769,4,38,1,2024-04-20 22:39:39,2023-08-24
6770,64,38,1,2024-04-20 22:39:39,2023-08-25
6771,20,38,1,2024-04-20 22:39:39,2023-08-26
6772,32,38,1,2024-04-20 22:39:39,2023-08-28
6773,75,38,1,2024-04-20 22:39:39,2023-08-30
6774,45,38,1,2024-04-20 22:39:39,2023-08-31
6775,52,38,1,2024-04-20 22:39:39,2023-09-01
6776,61,38,1,2024-04-20 22:39:39,2023-09-02
6777,25,38,1,2024-04-20 22:39:39,2023-09-04
6778,90,38,1,2024-04-20 22:39:39,2023-09-07
6779,19,38,1,2024-04-20 22:39:39,2023-09-08
6780,69,38,1,2024-04-20 22:39:39,2023-09-09
6781,77,38,1,2024-04-20 22:39:39,2023-09-11
6782,83,38,1,2024-04-20 22:39:39,2023-09-12
6783,47,38,1,2024-04-20 22:39:39,2023-09-15
6784,68,38,1,2024-04-20 22:39:39,2023-09-16
6785,64,38,1,2024-04-20 22:39:39,2023-09-19
6786,64,38,1,2024-04-20 22:39:39,2023-09-21
6787,42,38,1,2024-04-20 22:39:39,2023-09-22
6788,8,38,1,2024-04-20 22:39:39,2023-09-23
6789,91,38,1,2024-04-20 22:39:39,2023-09-27
6790,32,38,1,2024-04-20 22:39:39,2023-09-28
6791,93,38,1,2024-04-20 22:39:39,2023-09-29
6792,35,38,1,2024-04-20 22:39:39,2023-09-30
6793,91,38,1,2024-04-20 22:39:39,2023-10-06
6794,68,38,1,2024-04-20 22:39:39,2023-10-07
6795,45,38,1,2024-04-20 22:39:39,2023-10-10
6796,89,38,1,2024-04-20 22:39:39,2023-10-11
6797,12,38,1,2024-04-20 22:39:39,2023-10-12
6798,52,38,1,2024-04-20 22:39:39,2023-10-13
6799,17,38,1,2024-04-20 22:39:39,2023-10-14
6800,14,38,1,2024-04-20 22:39:39,2023-10-18
6801,46,38,1,2024-04-20 22:39:39,2023-10-19
6802,44,38,1,2024-04-20 22:39:39,2023-10-20
6803,20,38,1,2024-04-20 22:39:39,2023-10-21
6804,20,38,1,2024-04-20 22:39:39,2023-10-23
6805,85,38,1,2024-04-20 22:39:39,2023-10-24
6806,2,38,1,2024-04-20 22:39:39,2023-10-25
6807,17,38,1,2024-04-20 22:39:39,2023-10-26
6808,47,38,1,2024-04-20 22:39:39,2023-10-27
6809,8,38,1,2024-04-20 22:39:39,2023-10-28
6810,16,38,1,2024-04-20 22:39:39,2023-10-30
6811,34,38,1,2024-04-20 22:39:39,2023-11-02
6812,23,38,1,2024-04-20 22:39:39,2023-11-03
6813,13,38,1,2024-04-20 22:39:39,2023-11-04
6814,31,38,1,2024-04-20 22:39:39,2023-11-08
6815,36,38,1,2024-04-20 22:39:39,2023-11-09
6816,9,38,1,2024-04-20 22:39:39,2023-11-10
6817,41,38,1,2024-04-20 22:39:39,2023-11-11
6818,91,38,1,2024-04-20 22:39:39,2023-11-15
6819,41,38,1,2024-04-20 22:39:39,2023-11-16
6820,92,38,1,2024-04-20 22:39:39,2023-11-17
6821,35,38,1,2024-04-20 22:39:39,2023-11-18
6822,23,38,1,2024-04-20 22:39:39,2023-11-23
6823,46,38,1,2024-04-20 22:39:40,2023-11-24
6824,27,38,1,2024-04-20 22:39:40,2023-11-25
6825,93,38,1,2024-04-20 22:39:40,2023-11-29
6826,46,38,1,2024-04-20 22:39:40,2023-12-01
6827,3,38,1,2024-04-20 22:39:40,2023-12-02
6828,46,38,1,2024-04-20 22:39:40,2023-12-05
6829,84,38,1,2024-04-20 22:39:40,2023-12-06
6830,35,38,1,2024-04-20 22:39:40,2023-12-08
6831,96,38,1,2024-04-20 22:39:40,2023-12-09
6832,4,38,1,2024-04-20 22:39:40,2023-12-12
6833,87,38,1,2024-04-20 22:39:40,2023-12-15
6834,34,38,1,2024-04-20 22:39:40,2023-12-16
6835,70,38,1,2024-04-20 22:39:40,2023-12-17
6836,2,38,3,2024-04-20 22:39:40,2023-12-18
6837,68,38,1,2024-04-20 22:39:40,2023-12-20
6838,16,38,1,2024-04-20 22:39:40,2023-12-21
6839,73,38,1,2024-04-20 22:39:40,2023-12-22
6840,62,38,1,2024-04-20 22:39:40,2023-12-23
6841,43,38,3,2024-04-20 22:39:40,2023-12-26
6842,16,38,1,2024-04-20 22:39:40,2023-12-28
6843,82,38,1,2024-04-20 22:39:40,2023-12-29
6844,98,38,1,2024-04-20 22:39:40,2023-12-30
6845,62,39,1,2024-04-20 22:39:40,2023-01-06
6846,84,39,1,2024-04-20 22:39:40,2023-01-07
6847,75,39,1,2024-04-20 22:39:40,2023-01-12
6848,72,39,1,2024-04-20 22:39:40,2023-01-13
6849,79,39,1,2024-04-20 22:39:40,2023-01-14
6850,19,39,1,2024-04-20 22:39:40,2023-01-16
6851,20,39,1,2024-04-20 22:39:40,2023-01-20
6852,69,39,3,2024-04-20 22:39:40,2023-01-21
6853,22,39,1,2024-04-20 22:39:40,2023-01-27
6854,7,39,1,2024-04-20 22:39:40,2023-01-28
6855,62,39,1,2024-04-20 22:39:40,2023-01-31
6856,92,39,1,2024-04-20 22:39:40,2023-02-01
6857,66,39,1,2024-04-20 22:39:40,2023-02-02
6858,63,39,1,2024-04-20 22:39:40,2023-02-03
6859,43,39,1,2024-04-20 22:39:40,2023-02-04
6860,12,39,1,2024-04-20 22:39:40,2023-02-06
6861,73,39,1,2024-04-20 22:39:40,2023-02-10
6862,88,39,1,2024-04-20 22:39:40,2023-02-11
6863,29,39,1,2024-04-20 22:39:40,2023-02-15
6864,40,39,1,2024-04-20 22:39:40,2023-02-16
6865,23,39,1,2024-04-20 22:39:40,2023-02-17
6866,21,39,1,2024-04-20 22:39:40,2023-02-18
6867,66,39,1,2024-04-20 22:39:40,2023-02-23
6868,98,39,1,2024-04-20 22:39:40,2023-02-24
6869,99,39,1,2024-04-20 22:39:40,2023-02-25
6870,40,39,1,2024-04-20 22:39:40,2023-02-27
6871,27,39,1,2024-04-20 22:39:40,2023-03-01
6872,93,39,1,2024-04-20 22:39:40,2023-03-02
6873,77,39,1,2024-04-20 22:39:40,2023-03-03
6874,85,39,1,2024-04-20 22:39:40,2023-03-04
6875,79,39,1,2024-04-20 22:39:40,2023-03-07
6876,34,39,1,2024-04-20 22:39:40,2023-03-09
6877,42,39,3,2024-04-20 22:39:40,2023-03-10
6878,56,39,1,2024-04-20 22:39:40,2023-03-11
6879,4,39,1,2024-04-20 22:39:40,2023-03-13
6880,90,39,1,2024-04-20 22:39:40,2023-03-15
6881,34,39,1,2024-04-20 22:39:40,2023-03-16
6882,51,39,1,2024-04-20 22:39:40,2023-03-17
6883,22,39,1,2024-04-20 22:39:40,2023-03-18
6884,2,39,1,2024-04-20 22:39:40,2023-03-22
6885,73,39,1,2024-04-20 22:39:40,2023-03-23
6886,46,39,3,2024-04-20 22:39:40,2023-03-24
6887,62,39,1,2024-04-20 22:39:40,2023-03-25
6888,64,39,3,2024-04-20 22:39:40,2023-03-29
6889,30,39,1,2024-04-20 22:39:40,2023-03-30
6890,77,39,1,2024-04-20 22:39:40,2023-03-31
6891,77,39,1,2024-04-20 22:39:40,2023-04-01
6892,24,39,1,2024-04-20 22:39:40,2023-04-03
6893,52,39,1,2024-04-20 22:39:40,2023-04-06
6894,21,39,1,2024-04-20 22:39:40,2023-04-07
6895,58,39,1,2024-04-20 22:39:40,2023-04-08
6896,8,39,1,2024-04-20 22:39:40,2023-04-13
6897,9,39,1,2024-04-20 22:39:40,2023-04-14
6898,94,39,1,2024-04-20 22:39:40,2023-04-15
6899,87,39,1,2024-04-20 22:39:40,2023-04-17
6900,69,39,3,2024-04-20 22:39:40,2023-04-18
6901,39,39,1,2024-04-20 22:39:40,2023-04-20
6902,59,39,1,2024-04-20 22:39:40,2023-04-21
6903,43,39,1,2024-04-20 22:39:40,2023-04-22
6904,100,39,1,2024-04-20 22:39:40,2023-04-25
6905,9,39,1,2024-04-20 22:39:40,2023-04-27
6906,14,39,1,2024-04-20 22:39:40,2023-04-28
6907,18,39,1,2024-04-20 22:39:40,2023-04-29
6908,11,39,1,2024-04-20 22:39:40,2023-05-02
6909,94,39,1,2024-04-20 22:39:40,2023-05-03
6910,40,39,1,2024-04-20 22:39:40,2023-05-04
